nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,IPA,MotVedette,hwd,pronSampa,ipa,sizePron
4,allūʹſion,L.,,,n.,39.0,24,,allusion,allusion,@ l u Z @ n,əluʒən,9
3,ăʹlmănăc,,,,n.,40.0,24,,almanac,almanac,O: l m @ n { k,Oːlmənæk,8
2,ăʹlmŏnd,,,,n.,41.0,24,,almond,almond,A m @ n d,ɑmənd,7
1,alms,,,,n.,43.0,24,,alms,alms,A l m z,ɑlmz,4
2,alŏʹft,,,,p.,45.0,24,,aloft,aloft,@ l O: f t,əlOːft,6
2,alooʹf,,,,p.,46.0,24,,aloof,aloof,@ l u f,əluf,6
3,ăʹlphăbĕt,G.,,,n.,49.0,24,,alphabet,alphabet,{ l f @ b E t,ælfəbɛt,9
5,alphăbĕʹtĭcal,G.,,,a.,50.0,24,,alphabetical,alphabetical,{ l f @ b E 4 i k @ l,ælfəbɛɾikəl,13
2,aʹlt_a_r,,,,n.,51.0,24,,altar,altar,O: l t 3:r,Oːltɜ:r,8
2,aʹlt_e_r,L.,,,v.,52.0,24,,alter,alter,O: l t 3:r,Oːltɜ:r,8
5,alte˘rāʹtion,L.,,,n.,53.0,24,,alteration,alteration,O: l t 3:r eI S @ n,Oːltɜ:r?ʃən,12
5,alte˘rcāʹtion,L.,,,n.,55.0,24,,altercation,altercation,A l t 3:r k eI S @ n,ɑltɜ:rk?ʃən,13
3,alte˘ʹrnāte,L.,,,a.,56.0,24,,alternate,alternate,O: l t 3:r n @ t,Oːltɜ:rnət,11
5,alte˘rnāʹtion,L.,,,n.,57.0,24,,alternation,alternation,O: l t 3:r n eI S @ n,Oːltɜ:rn?ʃən,13
3,alteʹrnative,,,,n.,58.0,24,,alternative,alternative,O: l t 3:r n @ 4 i v,Oːltɜ:rnəɾiv,12
5,altĕʹrnătĭvely,,,,p.,59.0,24,,alternatively,alternatively,O: l t 3:r n @ 4 i v l i:,Oːltɜ:rnəɾivliː,14
3,aʹltĭtude,L.,,,n.,61.0,24,,altitude,altitude,{ l t @ t u d,æltətud,9
2,aʹltŭs,,,,n.,62.0,24,,altus,altus,{ l t @ s,æltəs,6
2,ăʹlum,G.,,,n.,64.0,24,,alum,alum,{ l @ m,æləm,5
4,amăʹlgămāte,,,,v.,66.0,24,,amalgamate,amalgamate,@ m { l g @ m eI t,əmælgəm?t,11
6,amălgămaʹtion,,,,n.,67.0,24,,amalgamation,amalgamation,@ m { l g @ m eI S @ n,əmælgəm?ʃən,13
2,amăʹſs,F.,,,v.,69.0,24,,amass,amass,@ m { s,əmæs,6
2,amāʹze,,,,v.,71.0,24,,amaze,amaze,@ m eI z,əm?z,6
3,aʹmăzons,G.,,,n.,72.0,24,,amazons,amazons,{ m @ z A n z,æməzɑnz,8
4,ămbăʹſſădor,F.,,,n.,3.0,25,,ambassador,ambassador,{ m b { s @ 4 3:r,æmbæsəɾɜ:r,11
4,ambăʹſſadreſs,,,,n.,4.0,25,,ambassadress,ambassadress,{ m b { s @ d r\ @ s,æmbæsədɹəs,13
2,ăʹmb_e_r,,,,n.,5.0,25,,amber,amber,{ m b 3:r,æmbɜ:r,8
4,ămbĭdĕʹxtr_o_us,L.,,,a.,8.0,25,,ambidextrous,ambidextrous,{ m b @ d E k s t r\ @ s,æmbədɛkstɹəs,15
3,ăʹmbĭĕnt,L.,,,a.,9.0,25,,ambient,ambient,{ m b i: @ n t,æmbiːənt,8
5,ambĭgūʹĭty,L.,,,n.,11.0,25,,ambiguity,ambiguity,{ m b i g j u @ 4 i:,æmbigjuəɾiː,10
4,ambĭʹgu_o_us,L.,,,a.,12.0,25,,ambiguous,ambiguous,{ m b I g j u @ s,æmbɪgjuəs,12
4,ămbĭʹtion,L.,,,n.,14.0,25,,ambition,ambition,{ m b I S @ n,æmbɪʃən,9
4,ămbĭʹti_o_us,,,,a.,15.0,25,,ambitious,ambitious,{ m b I S @ s,æmbɪʃəs,12
2,ăʹmble,F.,,,v.,16.0,25,,amble,amble,{ m b @ l,æmbəl,6
4,ămbrōʹsĭā,G.,,,n.,19.0,25,,ambrosia,ambrosia,{ m b r\ @U Z @,æmbɹoʊʒə,9
4,ambrŏʹsĭal,,,,a.,20.0,25,,ambrosial,ambrosial,{ m b r\ @U Z @ l,æmbɹoʊʒəl,10
2,āʹme˘n,,,,p.,24.0,25,,amen,amen,eI m E n,?mɛn,6
4,amēʹnable,F.,,,a.,25.0,25,,amenable,amenable,@ m E n @ b @ l,əmɛnəbəl,9
2,ame˘ʹnd,L.,,,v.,26.0,25,,amend,amend,@ m E n d,əmɛnd,7
3,ame˘ʹndment,,,,n.,27.0,25,,amendment,amendment,@ m E n d m @ n t,əmɛndmənt,11
2,ame˘ʹnds,,,,n.,28.0,25,,amends,amends,@ m E n d z,əmɛndz,8
4,amēʹnĭty,L.,,,n.,29.0,25,,amenity,amenity,@ m E n @ 4 i:,əmɛnəɾiː,8
4,ămĕʹrĭcā,,,,n.,32.0,25,,america,america,@ m E r\ @ k @,əmɛɹəkə,8
3,ăʹmĕthyſt,G.,,,n.,34.0,25,,amethyst,amethyst,{ m i T i s t,æmiθist,9
4,ăʹmĭable,L.,,,a.,36.0,25,,amiable,amiable,eI m i: @ b @ l,?miːəbəl,8
4,ăʹmĭcable,L.,,,a.,39.0,25,,amicable,amicable,{ m i k @ b @ l,æmikəbəl,9
3,āʹmĭty,L.,,,n.,40.0,25,,amity,amity,{ m i 4 i:,æmiɾiː,6
2,ăʹmmon,,,,n.,42.0,25,,ammon,ammon,{ m @ n,æmən,6
5,ămmŭnĭʹtion,F.,,,n.,43.0,25,,ammunition,ammunition,{ m j @ n I S @ n,æmjənɪʃən,11
3,ăʹmnĕſty,G.,,,n.,44.0,25,,amnesty,amnesty,{ m n @ s t i:,æmnəstiː,8
4,ămŏrōʹſo,L.,,,n.,45.0,25,,amoroso,amoroso,A m O: r\ @U s @U,ɑmOːɹoʊsoʊ,8
3,ăʹmŏr_o_us,L.,,,a.,46.0,25,,amorous,amorous,{ m 3:r @ s,æmɜ:rəs,10
4,ămphĭʹbĭ_o_us,G.,,,a.,51.0,25,,amphibious,amphibious,{ m f I b i: @ s,æmfɪbiːəs,13
5,amphĭtheʹatre,G.,,,n.,55.0,25,,amphitheatre,amphitheatre,{ m p @ T i: @ 4 3:r,æmpəθiːəɾɜ:r,13
2,ăʹmple,L.,,,a.,56.0,25,,ample,ample,{ m p @ l,æmpəl,6
6,amplĭfĭcāʹtion,,,,n.,57.0,25,,amplification,amplification,{ m p l @ f @ k eI S @ n,æmpləfək?ʃən,14
3,ăʹmplĭfy,L.,,,v.,58.0,25,,amplify,amplify,{ m p l @ f aI,æmpləf?,8
3,ăʹmplĭtūde,L.,,,n.,59.0,25,,amplitude,amplitude,{ m p l @ t u d,æmplətud,10
5,ampūtāʹtion,L.,,,n.,60.0,25,,amputation,amputation,{ m p j @ t eI S @ n,æmpjət?ʃən,11
3,ăʹmūlet,L.,,,n.,61.0,25,,amulet,amulet,{ m j @ l @ t,æmjələt,7
2,amūʹſe,F.,,,v.,62.0,25,,amuse,amuse,@ m j u z,əmjuz,6
3,amūʹſement,,,,n.,63.0,25,,amusement,amusement,@ m j u z m @ n t,əmjuzmənt,10
2,ăʹnā,G.,,,n.,65.0,25,,ana,ana,A n @,ɑnə,4
4,anăʹc_h_rŏniſm,G.,,,n.,70.0,25,,anachronism,anachronism,@ n { k r\ @ n I z @ m,ənækɹənɪzəm,14
3,ăʹnăgrăm,G.,,,n.,72.0,25,,anagram,anagram,{ n @ g r\ { m,ænəgɹæm,8
4,ănăʹlŏgy,G.,,,n.,4.0,26,,analogy,analogy,@ n { l @ dZ i:,ənælə?iː,8
3,ăʹnărchy,G.,,,n.,8.0,26,,anarchy,anarchy,{ n 3:r k i:,ænɜ:rkiː,8
4,ănăʹthĕmā,G.,,,n.,11.0,26,,anathema,anathema,@ n { T @ m @,ənæθəmə,9
5,ănătŏʹmĭcal,,,,a.,14.0,26,,anatomical,anatomical,{ n @ t A m @ k @ l,ænətɑməkəl,11
4,ănăʹtŏmiſt,,,,n.,15.0,26,,anatomist,anatomist,@ n { 4 @ m @ s t,ənæɾəməst,10
4,ănăʹtŏmy,G.,,,n.,16.0,26,,anatomy,anatomy,@ n { 4 @ m i:,ənæɾəmiː,8
3,ăʹncĕſtors,L.,,,n.,17.0,26,,ancestors,ancestors,{ n s E s t 3:r z,ænsɛstɜ:rz,10
2,ăʹnc_h_or,L.,,,n.,18.0,26,,anchor,anchor,{ N k 3:r,æŋkɜ:r,9
3,ăʹnc_h_ŏrage,,,,n.,19.0,26,,anchorage,anchorage,{ N k 3:r @ dZ,æŋkɜ:rə?,12
3,ăʹnchŏvy,,,,n.,21.0,26,,anchovy,anchovy,{ n tS @U v i:,æn?oʊviː,8
3,ăʹncĭent,F.,,,a.,23.0,26,,ancient,ancient,eI n tS @ n t,?n?ənt,8
4,ăʹncĭently,,,,p.,24.0,26,,anciently,anciently,eI n tS @ n t l i:,?n?əntliː,10
2,ăndăʹnte,,,,n.,26.0,26,,andante,andante,A n d A n t eI,ɑndɑnt?,8
3,ane˘ʹcdŏtes,G.,,,n.,27.0,26,,anecdotes,anecdotes,{ n @ k d @U t s,ænəkdoʊts,11
2,ăʹngel,G.,,,n.,29.0,26,,angel,angel,eI n dZ @ l,?n?əl,6
4,ăngĕʹlĭcā,,,,n.,30.0,26,,angelica,angelica,{ n dZ E l i k @,æn?ɛlikə,9
2,ăʹnger,,,,n.,32.0,26,,anger,anger,{ N g 3:r,æŋgɜ:r,6
2,ăʹngī,,,,n.,33.0,26,,angi,angi,{ n dZ i:,æn?iː,5
3,angīʹnā,L.,,,n.,34.0,26,,angina,angina,{ n dZ aI n @,æn??nə,7
2,ăʹngle,L.,,,n.,35.0,26,,angle,angle,{ N g @ l,æŋgəl,6
2,ăʹnguĭſh,L.,,,n.,39.0,26,,anguish,anguish,{ N g w i S,æŋgwiʃ,8
3,ăʹngŭlar,L.,,,a.,40.0,26,,angular,angular,{ N g j @ l 3:r,æŋgjəlɜ:r,8
3,ăʹnĭmal,L.,,,n.,44.0,26,,animal,animal,{ n @ m @ l,ænəməl,7
3,ăʹnĭmāte,L.,,,v.,46.0,26,,animate,animate,{ n @ m @ t,ænəmət,8
4,ăʹnĭmāted,,,,a.,47.0,26,,animated,animated,{ n @ m eI 4 @ d,ænəm?ɾəd,9
5,ănĭmŏʹſity,L.,,,n.,48.0,26,,animosity,animosity,{ n @ m A s @ 4 i:,ænəmɑsəɾiː,10
2,ăʹnnăls,L.,,,n.,50.0,26,,annals,annals,{ n @ l z,ænəlz,7
3,ănnealʹing,,,,n.,52.0,26,,annealing,annealing,@ n i: l i N,əniːliŋ,10
2,ănnĕʹx,L.,,,v.,53.0,26,,annex,annex,{ n E k s,ænɛks,6
4,ănnīʹhĭlāte,L.,,,v.,54.0,26,,annihilate,annihilate,@ n aI @ l eI t,ən?əl?t,11
6,annihĭlāʹtion,,,,n.,55.0,26,,annihilation,annihilation,@ n aI @ l eI S @ n,ən?əl?ʃən,13
5,ănnĭvĕʹrſăry,L.,,,n.,56.0,26,,anniversary,anniversary,{ n @ v 3:r s 3:r i:,ænəvɜ:rsɜ:riː,12
5,annŏtāʹtion,L.,,,n.,57.0,26,,annotation,annotation,{ n @ t eI S @ n,ænət?ʃən,11
2,ănnоʹу,F.,,,v.,58.0,26,,annoy,annoy,@ n OI,ən?,6
3,ănnoʹyănce,F.,,,n.,59.0,26,,annoyance,annoyance,@ n OI @ n s,ən?əns,10
3,ăʹnnūal,L.,,,a.,60.0,26,,annual,annual,{ n j u @ l,ænjuəl,7
4,annūʹĭty,L.,,,n.,61.0,26,,annuity,annuity,@ n u @ 4 i:,ənuəɾiː,8
2,ănnuʹl,F.,,,v.,62.0,26,,annul,annul,{ n @ l,ænəl,6
3,ăʹnnūlar,L.,,,a.,63.0,26,,annular,annular,{ n j @ l 3:r,ænjəlɜ:r,8
2,ănoiʹnt,,,,v.,66.0,26,,anoint,anoint,@ n OI n t,ən?nt,7
4,anōʹmălous,G.,,,a.,68.0,26,,anomalous,anomalous,@ n A m @ l @ s,ənɑmələs,10
4,ănōʹmăly,G.,,,n.,69.0,26,,anomaly,anomaly,@ n A m @ l i:,ənɑməliː,8
2,ăʹnſ_w_ĕr,,,,v.,72.0,26,,answer,answer,{ n s 3:r,ænsɜ:r,9
1,ant,,,,n.,73.0,26,,ant,ant,{ n t,ænt,3
4,ăntăʹgŏniſt,G.,,,n.,2.0,27,,antagonist,antagonist,{ n t { g @ n @ s t,æntægənəst,11
3,ăntăʹrctic,G.,,,n.,3.0,27,,antarctic,antarctic,{ n t A r\ k t i k,æntɑɹktik,10
4,ăntĕcēʹdent,L.,,,n.,5.0,27,,antecedent,antecedent,{ n t E s @ d @ n t,æntɛsədənt,11
6,ante˘me˘rĭʹdĭan,L.,,,n.,9.0,27,,antemeridian,antemeridian,{ n t @ m E r\ I 4 i: @ n,æntəmɛɹɪɾiːən,15
4,ăntĕʹrior,L.,,,n.,13.0,27,,anterior,anterior,{ n t I r\ i: 3:r,æntɪɹiːɜ:r,9
2,ăʹnthem,G.,,,n.,14.0,27,,anthem,anthem,{ n T @ m,ænθəm,7
5,antĭʹcĭpāte,L.,,,v.,22.0,27,,anticipate,anticipate,{ n t I s @ p eI t,æntɪsəp?t,11
2,ăʹntic,F.,,,n.,23.0,27,,antic,antic,{ n t i k,æntik,6
3,ăʹntĭdote,G.,,,n.,24.0,27,,antidote,antidote,{ n t i d @U t,æntidoʊt,9
4,antĭʹpăthy,G.,,,n.,31.0,27,,antipathy,antipathy,{ n t I p @ T i:,æntɪpəθiː,10
3,ănʹtĭquāte,L.,,,v.,36.0,27,,antiquate,antiquate,{ n t @ k w eI t,æntəkw?t,10
2,ăʹntĭq_ue_,L.,,,a.,37.0,27,,antique,antique,{ n t i: k,æntiːk,10
4,antĭʹquĭty,L.,,,n.,38.0,27,,antiquity,antiquity,{ n t I k w @ 4 i:,æntɪkwəɾiː,10
4,antĭʹthe˘ſis,G.,,,n.,41.0,27,,antithesis,antithesis,{ n t I T @ s @ s,æntɪθəsəs,12
2,ăʹntlers,,,,n.,45.0,27,,antlers,antlers,{ n t l 3:r z,æntlɜ:rz,8
4,ănxīʹĕty,L.,,,n.,46.0,27,,anxiety,anxiety,{ N z aI @ 4 i:,æŋz?əɾiː,8
3,ăʹnxĭ_o_us,,,,a.,47.0,27,,anxious,anxious,{ N k S @ s,æŋkʃəs,10
2,ăʹpāce,,,,p.,48.0,27,,apace,apace,@ p eI s,əp?s,6
2,aparʹt,,,,p.,49.0,27,,apart,apart,@ p A r\ t,əpɑɹt,6
3,apăʹrtment,,,,n.,50.0,27,,apartment,apartment,@ p A r\ t m @ n t,əpɑɹtmənt,10
3,ăʹpăthy,G.,,,n.,51.0,27,,apathy,apathy,{ p @ T i:,æpəθiː,7
1,āpe,,,,n.,52.0,27,,ape,ape,eI p,?p,3
3,ăʹpĕrtūre,L.,,,n.,54.0,27,,aperture,aperture,{ p 3:r tS 3:r,æpɜ:r?ɜ:r,9
2,ăʹpex,L.,,,n.,55.0,27,,apex,apex,eI p E k s,?pɛks,5
3,ăʹphŏriſm,G.,,pas de {POS} indiquée dans le dictionnaire.,,57.0,27,,aphorism,aphorism,{ f 3:r I z @ m,æfɜ:rɪzəm,9
4,apŏʹcalypſe,G.,,,n.,58.0,27,,apocalypse,apocalypse,@ p A k @ l I p s,əpɑkəlɪps,11
3,apŏʹllo,,,,n.,61.0,27,,apollo,apollo,@ p A l @U,əpɑloʊ,7
4,apŏʹlogīze,G.,,,v.,63.0,27,,apologize,apologize,@ p A l @ dZ aI z,əpɑlə??z,10
4,apŏʹlŏgy,G.,,,n.,65.0,27,,apology,apology,@ p A l @ dZ i:,əpɑlə?iː,8
4,ăʹpŏplĕxy,G.,,,n.,67.0,27,,apoplexy,apoplexy,{ p @ p l E k s i:,æpəplɛksiː,9
3,apŏʹſtle,G.,,,n.,72.0,27,,apostle,apostle,@ p A s @ l,əpɑsəl,8
4,apŏʹſtrŏphè,G.,,,n.,73.0,27,,apostrophe,apostrophe,@ p A s t r\ @ f i:,əpɑstɹəfiː,11
5,apŏʹthĕcary,G.,,,n.,2.0,28,,apothecary,apothecary,@ p A T @ k E r\ i:,əpɑθəkɛɹiː,11
5,ăpŏthēʹŏſis,G.,,,n.,3.0,28,,apotheosis,apotheosis,@ p A T i: @U s @ s,əpɑθiːoʊsəs,11
4,ăppărāʹtus,L.,,,n.,5.0,28,,apparatus,apparatus,{ p 3:r { 4 @ s,æpɜ:ræɾəs,10
3,ăppăʹrel,F.,,,n.,6.0,28,,apparel,apparel,@ p { r\ @ l,əpæɹəl,8
3,ăppāʹrent,L.,,,a.,7.0,28,,apparent,apparent,@ p E r\ @ n t,əpɛɹənt,9
5,ăppărĭʹtion,L.,,,n.,8.0,28,,apparition,apparition,{ p 3:r I S @ n,æpɜ:rɪʃən,11
2,ăppeaʹl,L.,,,v.,10.0,28,,appeal,appeal,@ p i: l,əpiːl,7
2,ăppeaʹr,L.,,,v.,11.0,28,,appear,appear,@ p I r\,əpɪɹ,7
3,ăppeaʹrănce,,,,n.,12.0,28,,appearance,appearance,@ p I r\ @ n s,əpɪɹəns,11
2,ăppeaʹſe,F.,,,v.,13.0,28,,appease,appease,@ p i: z,əpiːz,8
5,ăppĕllāʹtion,L.,,,n.,15.0,28,,appellation,appellation,{ p @ l eI S @ n,æpəl?ʃən,12
3,ăppĕʹndage,L.,,,n.,17.0,28,,appendage,appendage,@ p E n d i dZ,əpɛndi?,10
3,ăppĕʹndix,L.,,,n.,19.0,28,,appendix,appendix,@ p E n d i k s,əpɛndiks,9
3,ăppĕrtaĭʹn,L.,,,v.,20.0,28,,appertain,appertain,{ p 3:r t eI n,æpɜ:rt?n,10
3,ăʹppetīte,L.,,,n.,22.0,28,,appetite,appetite,{ p @ t aI t,æpət?t,9
2,applauʹd,L.,,,v.,23.0,28,,applaud,applaud,@ p l O: d,əplOːd,8
2,ăʹpple,,,,n.,24.0,28,,apple,apple,{ p @ l,æpəl,6
5,applĭcāʹtion,L.,,,n.,25.0,28,,application,application,{ p l @ k eI S @ n,æplək?ʃən,12
2,ăpplyʹ,L.,,,v.,26.0,28,,apply,apply,@ p l aI,əpl?,6
2,ăppoiʹnt,F.,,,v.,27.0,28,,appoint,appoint,@ p OI n t,əp?nt,8
3,ăppoiʹntment,F.,,,n.,28.0,28,,appointment,appointment,@ p OI n t m @ n t,əp?ntmənt,12
4,ăppŏʹrtion,L.,,,v.,29.0,28,,apportion,apportion,@ p O: r\ S @ n,əpOːɹʃən,10
2,ăppraiʹſe,F.,,,v.,31.0,28,,appraise,appraise,@ p r\ eI z,əpɹ?z,9
3,ăppraiʹſer,,,,n.,33.0,28,,appraiser,appraiser,@ p r\ eI z 3:r,əpɹ?zɜ:r,10
3,ăpprĕhĕʹnd,L.,,,v.,34.0,28,,apprehend,apprehend,{ p r\ i h E n d,æpɹihɛnd,10
5,ăpprehĕʹnſion,L.,,,n.,35.0,28,,apprehension,apprehension,{ p r\ i h E n S @ n,æpɹihɛnʃən,13
4,ăpprehĕʹnſive,F.,,,a.,36.0,28,,apprehensive,apprehensive,{ p r\ i h E n s i v,æpɹihɛnsiv,13
3,ăpprĕʹntĭce,F.,,,n.,37.0,28,,apprentice,apprentice,@ p r\ E n t @ s,əpɹɛntəs,11
2,ăpproaʹch,F.,,,v.,39.0,28,,approach,approach,@ p r\ @U tS,əpɹoʊ?,9
3,ăpproaʹches,,,,n.,40.0,28,,approaches,approaches,@ p r\ @U tS @ z,əpɹoʊ?əz,11
5,ăpprŏbāʹtion,L.,,,n.,41.0,28,,approbation,approbation,{ p r\ @ b eI S @ n,æpɹəb?ʃən,12
4,ăpprōʹprĭāte,F.,,,v.,42.0,28,,appropriate,appropriate,@ p r\ @U p r\ i: @ t,əpɹoʊpɹiːət,12
6,ăpprŏprĭāʹtion,F.,,,n.,43.0,28,,appropriation,appropriation,@ p r\ @U p r\ i: eI S @ n,əpɹoʊpɹiː?ʃən,14
2,ăpproʹve,L.,,,v.,44.0,28,,approve,approve,@ p r\ u v,əpɹuv,8
6,ăpprŏxĭmāʹtion,L.,,,n.,45.0,28,,approximation,approximation,@ p r\ A k s @ m eI S @ n,əpɹɑksəm?ʃən,14
2,aʹprīl,L.,,,n.,47.0,28,,april,april,eI p r\ @ l,?pɹəl,6
2,ăʹpr_o_n,,,,n.,48.0,28,,apron,apron,eI p r\ @ n,?pɹən,8
1,ăpt,L.,,,a.,49.0,28,,apt,apt,{ p t,æpt,3
3,ăʹptĭtūde,L.,,,n.,50.0,28,,aptitude,aptitude,{ p t @ t u d,æptətud,9
3,aquăʹtic,L.,,,a.,52.0,28,,aquatic,aquatic,@ k w A 4 i k,əkwɑɾik,8
3,ăʹquĕdŭct,L.,,,n.,53.0,28,,aqueduct,aqueduct,{ k w @ d V k t,ækwədʌkt,9
3,ăʹquē_o_us,L.,,,a.,54.0,28,,aqueous,aqueous,eI k w i: @ s,?kwiːəs,10
4,arāʹbĭā,,,,n.,55.0,28,,arabia,arabia,3:r eI b i: @,ɜ:r?biːə,7
3,aʹrăbic,,,,n.,56.0,28,,arabic,arabic,{ r\ @ b i k,æɹəbik,7
3,ăʹrable,L.,,,a.,57.0,28,,arable,arable,E r\ @ b @ l,ɛɹəbəl,7
3,ăʹrbĭt_e_r,L.,,,n.,59.0,28,,arbiter,arbiter,A r\ b i 4 3:r,ɑɹbiɾɜ:r,10
4,ăʹrbĭtrăry,,,,a.,60.0,28,,arbitrary,arbitrary,A r\ b @ t r\ E r\ i:,ɑɹbətɹɛɹiː,10
3,ăʹrbĭtrāte,L.,,,v.,61.0,28,,arbitrate,arbitrate,A r\ b @ t r\ eI t,ɑɹbətɹ?t,10
2,ăʹrbŏr,L.,,,n.,63.0,28,,arbor,arbor,A r\ b 3:r,ɑɹbɜ:r,6
2,ăʹrb_o_ur,L.,,,n.,65.0,28,,arbour,arbour,A r\ b 3:r,ɑɹbɜ:r,9
3,ărcāʹnum,L.,,,n.,66.0,28,,arcanum,arcanum,A r\ k @ n @ m,ɑɹkənəm,8
1,ărch,,,,n.,67.0,28,,arch,arch,A r\ tS,ɑɹ?,4
3,ărc_h_ăʹngel,G.,,,n.,68.0,28,,archangel,archangel,A r\ k eI n dZ @ l,ɑɹk?n?əl,12
3,ărchbĭʹſhop,,,,n.,69.0,28,,archbishop,archbishop,A r\ tS b I S @ p,ɑɹ?bɪʃəp,11
2,archdūʹke,,,,n.,2.0,29,,archduke,archduke,A r\ tS d u k,ɑɹ?duk,9
2,ăʹrches,,,,n.,5.0,29,,arches,arches,A r\ tS @ z,ɑɹ?əz,7
3,ăʹrc_h_ĕtȳpe,G.,,,n.,6.0,29,,archetype,archetype,A r\ k i t aI p,ɑɹkit?p,12
5,ărc_h_ĭpeʹlăgo,G.,,,n.,7.0,29,,archipelago,archipelago,A r\ k @ p E l @ g @U,ɑɹkəpɛləgoʊ,14
3,ăʹrc_h_ĭtect,G.,,,n.,8.0,29,,architect,architect,A r\ k @ t E k t,ɑɹkətɛkt,12
4,ăʹrc_h_ĭtĕctūre,,,,n.,9.0,29,,architecture,architecture,A r\ k @ t E k tS 3:r,ɑɹkətɛk?ɜ:r,15
3,ăʹrc_h_ĭtrāve,,,,n.,10.0,29,,architrave,architrave,A r\ k @ t r\ eI v,ɑɹkətɹ?v,13
2,ărc_h_īves,G.,nbSyll>1 et pas d'accent tonic,,n.,11.0,29,,archives,archives,A r\ k aI v z,ɑɹk?vz,10
2,ăʹrctic,G.,,,n.,12.0,29,,arctic,arctic,A r\ k t i k,ɑɹktik,7
2,ăʹrdŏr,L.,,,n.,14.0,29,,ardor,ardor,A r\ 4 3:r,ɑɹɾɜ:r,6
3,ăʹrdū_o_us,L.,,,a.,15.0,29,,arduous,arduous,A r\ dZ u @ s,ɑɹ?uəs,10
3,ăʹrėȧ,L.,,,n.,16.0,29,,area,area,E r\ i: @,ɛɹiːə,5
2,ăʹrgent,F.,,,n.,19.0,29,,argent,argent,A r\ dZ i n t,ɑɹ?int,7
2,ăʹrgūe,L.,,,v.,20.0,29,,argue,argue,A r\ g j u,ɑɹgju,6
3,ăʹrgŏnauts,G.,,,n.,21.0,29,,argonauts,argonauts,A r\ g @ n O: t s,ɑɹgənOːts,10
3,ăʹrgūment,L.,,,n.,22.0,29,,argument,argument,A r\ g j @ m @ n t,ɑɹgjəmənt,9
6,ărgūmĕntāʹtion,L.,,,n.,23.0,29,,argumentation,argumentation,A r\ g j @ m E n t eI S @ n,ɑɹgjəmɛnt?ʃən,14
5,ărgūmĕʹntătive,,,,a.,24.0,29,,argumentative,argumentative,A r\ g j @ m E n t @ 4 i v,ɑɹgjəmɛntəɾiv,14
4,āʹrĭăniſm,,,,n.,25.0,29,,arianism,arianism,{ r\ i: @ n I z @ m,æɹiːənɪzəm,9
3,āʹrĭes,L.,,,n.,27.0,29,,aries,aries,E r\ i: z,ɛɹiːz,6
2,arīʹſe,,,,v.,29.0,29,,arise,arise,3:r aI z,ɜ:r?z,6
5,arĭſtŏʹcrăcy,G.,,,n.,30.0,29,,aristocracy,aristocracy,E r\ @ s t A k r\ @ s i:,ɛɹəstɑkɹəsiː,12
5,arĭſtŏcrăʹtic,G.,,,a.,31.0,29,,aristocratic,aristocratic,3:r I s t @ k r\ { 4 i k,ɜ:rɪstəkɹæɾik,13
4,arĭʹthmetic,G.,,,n.,32.0,29,,arithmetic,arithmetic,E r\ i T m E 4 i k,ɛɹiθmɛɾik,11
1,ark,L.,,,n.,33.0,29,,ark,ark,A r\ k,ɑɹk,3
1,arm,,,,n.,34.0,29,,arm,arm,A r\ m,ɑɹm,3
1,arms,,,,n.,35.0,29,,arms,arms,A r\ m z,ɑɹmz,4
3,ărmāʹdā,,,,n.,36.0,29,,armada,armada,A r\ m A 4 @,ɑɹmɑɾə,7
4,ărmădĭʹllo,,,,n.,37.0,29,,armadillo,armadillo,A r\ m @ d I l @U,ɑɹmədɪloʊ,10
3,ăʹrmăment,L.,,,n.,38.0,29,,armament,armament,A r\ m @ m @ n t,ɑɹməmənt,9
3,ărmĭʹllā,L.,,,n.,39.0,29,,armilla,armilla,A r\ m I l @,ɑɹmɪlə,8
3,ăʹrmĭſtĭce,L.,,,n.,42.0,29,,armistice,armistice,A r\ m @ s t @ s,ɑɹməstəs,10
3,ăʹrmŏry,F.,,,n.,43.0,29,,armory,armory,A r\ m 3:r i:,ɑɹmɜ:riː,7
2,ăʹrmо_u_r,F.,,,n.,44.0,29,,armour,armour,A r\ m 3:r,ɑɹmɜ:r,9
2,ăʹrmy,L.,,,n.,47.0,29,,army,army,A r\ m i:,ɑɹmiː,5
4,ărōmăʹtic,G.,,,a.,48.0,29,,aromatic,aromatic,E r\ @ m { 4 i k,ɛɹəmæɾik,9
2,ărraiʹgn,F.,,,v.,50.0,29,,arraign,arraign,3:r eI n,ɜ:r?n,8
3,ărrăʹng_e_ment,F.,,,n.,51.0,29,,arrangement,arrangement,3:r eI n dZ m @ n t,ɜ:r?n?mənt,14
2,ăʹrrănt,,,,a.,52.0,29,,arrant,arrant,{ r\ @ n t,æɹənt,7
2,ărraʹy,F.,,,n.,54.0,29,,array,array,3:r eI,ɜ:r?,6
2,ărreaʹrs,F.,,,n.,55.0,29,,arrears,arrears,3:r I r\ z,ɜ:rɪɹz,8
2,ărreʹſt,F.,,,n.,56.0,29,,arrest,arrest,3:r E s t,ɜ:rɛst,7
2,ărrīʹve,F.,,,v.,59.0,29,,arrive,arrive,3:r aI v,ɜ:r?v,7
3,ăʹrrŏgănce,L.,,,n.,60.0,29,,arrogance,arrogance,E r\ @ g @ n s,ɛɹəgəns,10
